,question,CHAPTER,CLASS,CUSTOM,TOPIC,SUBJECT,BLOOM_TAXONOMY,CURRICULUM
81126,"<p>Draw&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">△</mi>&nbsp;<mrow><mi mathvariant=""normal"">A</mi>&nbsp;<mi mathvariant=""normal"">B</mi>&nbsp;<mi mathvariant=""normal"">C</mi>&nbsp;</mrow></math>in which&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">∠</mi>&nbsp;<mrow><mi mathvariant=""normal"">A</mi>&nbsp;</mrow><mo>=</mo>&nbsp;<msup><mn>120</mn>&nbsp;<mrow><mo>∘</mo>&nbsp;</mrow></msup><mo>,</mo>&nbsp;<mrow><mi mathvariant=""normal"">A</mi>&nbsp;<mi mathvariant=""normal"">B</mi>&nbsp;</mrow><mo>=</mo>&nbsp;<mrow><mi mathvariant=""normal"">A</mi>&nbsp;<mi mathvariant=""normal"">C</mi>&nbsp;</mrow><mo>=</mo>&nbsp;<mn>3</mn>&nbsp;<mrow><mtext>&nbsp;</mtext><mi mathvariant=""normal"">c</mi>&nbsp;<mi mathvariant=""normal"">m</mi>&nbsp;</mrow><mo>.</mo>&nbsp;</math>Measure&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">∠</mi>&nbsp;<mrow><mi mathvariant=""normal"">B</mi>&nbsp;</mrow></math>and&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">∠</mi>&nbsp;<mrow><mi mathvariant=""normal"">C</mi>&nbsp;</mrow></math>.</p>",Constructions,7,RD Sharma,,Mathematics,Understanding,CBSE
45688,<p>State true or false:<br>He brush his teeth.</p>,Grammar-Tenses ,4,NCERT,,English,Remebering,CBSE
37090,"<p><math xmlns=""http://www.w3.org/1998/Math/MathML""><mo data-mjx-texclass=""OP"">∫</mo>&nbsp;<mfrac><mrow><mn>1</mn>&nbsp;<mo>+</mo>&nbsp;<mi>x</mi>&nbsp;<mo>+</mo>&nbsp;<msup><mi>x</mi>&nbsp;<mrow><mn>2</mn>&nbsp;</mrow></msup></mrow><mrow><msup><mi>x</mi>&nbsp;<mrow><mn>3</mn>&nbsp;</mrow></msup><mo stretchy=""false"">(</mo>&nbsp;<mn>1</mn>&nbsp;<mo>+</mo>&nbsp;<mi>x</mi>&nbsp;<mo stretchy=""false"">)</mo>&nbsp;</mrow></mfrac><mi>d</mi>&nbsp;<mi>x</mi>&nbsp;</math>equals</p>",Indefinite Integrals,12,jee mains,,Mathematics,Understanding,JEE Main
20295,"<p>If&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow><mover><mi>a</mi>&nbsp;<mo stretchy=""false"">→</mo>&nbsp;</mover></mrow><mo>=</mo>&nbsp;<mrow><mover><mi>i</mi>&nbsp;<mo stretchy=""false"">^</mo>&nbsp;</mover></mrow><mo>+</mo>&nbsp;<mrow><mover><mi>j</mi>&nbsp;<mo stretchy=""false"">^</mo>&nbsp;</mover></mrow><mo>+</mo>&nbsp;<mn>2</mn>&nbsp;<mrow><mover><mi>k</mi>&nbsp;<mo stretchy=""false"">^</mo>&nbsp;</mover></mrow></math>and&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow><mover><mi>b</mi>&nbsp;<mo stretchy=""false"">→</mo>&nbsp;</mover></mrow><mo>=</mo>&nbsp;<mn>2</mn>&nbsp;<mrow><mover><mi>i</mi>&nbsp;<mo stretchy=""false"">^</mo>&nbsp;</mover></mrow><mo>+</mo>&nbsp;<mrow><mover><mi>j</mi>&nbsp;<mo stretchy=""false"">^</mo>&nbsp;</mover></mrow><mo>−</mo>&nbsp;<mn>2</mn>&nbsp;<mrow><mover><mi>k</mi>&nbsp;<mo stretchy=""false"">^</mo>&nbsp;</mover></mrow></math>, find the unit vector in the direction of&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>2</mn>&nbsp;<mrow><mover><mi>a</mi>&nbsp;<mo stretchy=""false"">→</mo>&nbsp;</mover></mrow><mo>−</mo>&nbsp;<mrow><mover><mi>b</mi>&nbsp;<mo stretchy=""false"">→</mo>&nbsp;</mover></mrow></math>.</p>",Vector Algebra,12,NCERT Exemplar,,Mathematics,Applying,CBSE
24359,<p>&nbsp;Calclum phosphate is present in tooth enamel. Its nature is</p>,acids bases and salts,10,ncert exemplar,,Science,Remebering,CBSE
97871,<p>Match the items in Column I with those in Column II.</p>,The Respiratory System,9,Selina,,Biology,,ICSE
77346,<p>How the interrelated aspect of development has direct bearing on the deteriorating human conditions for the poor?</p>,India Human Development,12,NCERT,,Geography,Understanding,CBSE
28679,<p>Compare the Central neural system (CNS) and Peripheral neural system (PNS)</p>,Term 2 - Neural Control and Coordination,11,NCERT,,Biology,Understanding,CBSE
45323,"<ol><li>What is the position and nature of image formed by lens combination shown in figure? (where,&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><msub><mi>f</mi>&nbsp;<mrow><mn>1</mn>&nbsp;</mrow></msub></math>and&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><msub><mi>f</mi>&nbsp;<mrow><mn>2</mn>&nbsp;</mrow></msub></math>are focal lengths)</li></ol>",Ray Optics and Optical,11,JEE Mains,,Physics,Understanding,JEE Main
8306,"<p>There are 500 children in a school. For a P.T. drill they have to stand in such a manner that the number of rows is equal to number of columns. How many children would be left out in this arrangement.</p>
",Squares and Square Roots,8,Mathematics NCERT , Estimating Square Root,,,
83154,<p>Which changes the focal length of eve-lens</p>,The human eyes and the colourful world,10,,,Physics,,CBSE
19624,"<p>Find the vector and cartesian equations of a line passing through&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mo stretchy=""false"">(</mo>&nbsp;<mn>1</mn>&nbsp;<mo>,</mo>&nbsp;<mn>2</mn>&nbsp;<mo>,</mo>&nbsp;<mo>−</mo>&nbsp;<mn>4</mn>&nbsp;<mo stretchy=""false"">)</mo>&nbsp;</math>and perpendicular to the two lines&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mrow><mi>x</mi>&nbsp;<mo>−</mo>&nbsp;<mn>8</mn>&nbsp;</mrow><mn>3</mn>&nbsp;</mfrac><mo>=</mo>&nbsp;<mfrac><mrow><mi>y</mi>&nbsp;<mo>+</mo>&nbsp;<mn>19</mn>&nbsp;</mrow><mrow><mo>−</mo>&nbsp;<mn>16</mn>&nbsp;</mrow></mfrac><mo>=</mo>&nbsp;<mfrac><mrow><mi>z</mi>&nbsp;<mo>−</mo>&nbsp;<mn>10</mn>&nbsp;</mrow><mn>7</mn>&nbsp;</mfrac></math>and&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mrow><mi>x</mi>&nbsp;<mo>−</mo>&nbsp;<mn>15</mn>&nbsp;</mrow><mn>3</mn>&nbsp;</mfrac><mo>=</mo>&nbsp;<mfrac><mrow><mi>y</mi>&nbsp;<mo>−</mo>&nbsp;<mn>29</mn>&nbsp;</mrow><mn>8</mn>&nbsp;</mfrac><mo>=</mo>&nbsp;<mfrac><mrow><mi>z</mi>&nbsp;<mo>−</mo>&nbsp;<mn>5</mn>&nbsp;</mrow><mrow><mo>−</mo>&nbsp;<mn>5</mn>&nbsp;</mrow></mfrac></math></p>",Three dimensional geometry,12,NCERT,,Mathematics,Applying,CBSE
36520,"<ol><li>Cost of&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>5</mn>&nbsp;<mrow><mtext>&nbsp;</mtext><mi mathvariant=""normal"">k</mi>&nbsp;<mi mathvariant=""normal"">g</mi>&nbsp;</mrow></math>of wheat is ₹&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>91.50</mn>&nbsp;</math>. What quantity of wheat can be purchased in ₹ 183 ?</li></ol>",ratio and proportion,6,ncert,,Mathematics,Understanding,CBSE
46256,"<ol><li>In the adjacent diagram, CP represents a wavefront and AO &amp; BP, the corresponding two rays. Find the condition on&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>θ</mi>&nbsp;</math>for constructive interference at&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>P</mi>&nbsp;</math>between the ray BP and reflected ray OP.</li></ol>",Wave Optics,12,JEE Mains,,Physics,Understanding,JEE Main
51677,<ol><li>What do you mean by the Augustan Age?</li></ol>,An Empire Three Continents,11,NCERT,,History,Remebering,CBSE
8529,"<p>What is the momentum of an object of mass <math display=""inline"" xmlns=""http://www.w3.org/1998/Math/MathML""><semantics><mi>m</mi><annotation encoding=""application/x-tex"">m</annotation></semantics></math>, moving with a velocity <math display=""inline"" xmlns=""http://www.w3.org/1998/Math/MathML""><semantics><mrow><mi>v</mi><mi>?</mi></mrow><annotation encoding=""application/x-tex"">v ?</annotation></semantics></math><br />
(a) <math display=""inline"" xmlns=""http://www.w3.org/1998/Math/MathML""><semantics><msup><mrow><mo stretchy=""true"" form=""prefix"">(</mo><mi>m</mi><mi>v</mi><mo stretchy=""true"" form=""postfix"">)</mo></mrow><mn>2</mn></msup><annotation encoding=""application/x-tex"">(m v)^{2}</annotation></semantics></math><br />
(b) <math display=""inline"" xmlns=""http://www.w3.org/1998/Math/MathML""><semantics><mrow><mi>m</mi><msup><mi>v</mi><mn>2</mn></msup></mrow><annotation encoding=""application/x-tex"">m v^{2}</annotation></semantics></math><br />
(c) <math display=""inline"" xmlns=""http://www.w3.org/1998/Math/MathML""><semantics><mrow><mn>1</mn><mi>/</mi><mn>2</mn><mi>m</mi><msup><mi>v</mi><mn>2</mn></msup></mrow><annotation encoding=""application/x-tex"">1 / 2 m v^{2}</annotation></semantics></math><br />
(d) <math display=""inline"" xmlns=""http://www.w3.org/1998/Math/MathML""><semantics><mrow><mi>m</mi><mi>v</mi></mrow><annotation encoding=""application/x-tex"">m v</annotation></semantics></math></p>
",Force and Laws of Motion,9,NCERT,,Physics,,
37468,<ol><li>Which two gases are mainly responsible for acid rain?</li></ol>,Environmental chemistry ,11,Jee main,,Chemistry,Understanding,JEE Main
31894,"<ol><li>If&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><msub><mi>a</mi>&nbsp;<mrow><mn>1</mn>&nbsp;</mrow></msub><mo>,</mo>&nbsp;<msub><mi>a</mi>&nbsp;<mrow><mn>2</mn>&nbsp;</mrow></msub><mo>,</mo>&nbsp;<mo>…</mo>&nbsp;<mo>,</mo>&nbsp;<msub><mi>a</mi>&nbsp;<mrow><mi>n</mi>&nbsp;</mrow></msub></math>are positive real numbers whose product is a fixed number&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>c</mi>&nbsp;</math>, then the minimum value of&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><msub><mi>a</mi>&nbsp;<mrow><mn>1</mn>&nbsp;</mrow></msub><mo>+</mo>&nbsp;<msub><mi>a</mi>&nbsp;<mrow><mn>2</mn>&nbsp;</mrow></msub><mo>+</mo>&nbsp;<mo>…</mo>&nbsp;<mo>.</mo>&nbsp;<mo>+</mo>&nbsp;<msub><mi>a</mi>&nbsp;<mrow><mi>n</mi>&nbsp;<mo>−</mo>&nbsp;<mn>1</mn>&nbsp;</mrow></msub><mo>+</mo>&nbsp;<mn>2</mn>&nbsp;<msub><mi>a</mi>&nbsp;<mrow><mi>n</mi>&nbsp;</mrow></msub></math>is</li></ol>",Sequences and Series ,12,jee mains,,Mathematics,Understanding,JEE Main
60397,<p>The elements in which electrons are progressively filled in 4 f-orbital are called:</p>,Classification of  elements and periodicity in properties,12,NEET,,Chemistry,Understanding,NEET
25681,"<p>A sample of&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><msub><mrow><mi mathvariant=""normal"">N</mi>&nbsp;<mi mathvariant=""normal"">a</mi>&nbsp;<mi mathvariant=""normal"">C</mi>&nbsp;<mi mathvariant=""normal"">l</mi>&nbsp;<mi mathvariant=""normal"">O</mi>&nbsp;</mrow><mrow><mn>3</mn>&nbsp;</mrow></msub></math>is converted by heat to&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow><mi mathvariant=""normal"">N</mi>&nbsp;<mi mathvariant=""normal"">a</mi>&nbsp;<mi mathvariant=""normal"">C</mi>&nbsp;<mi mathvariant=""normal"">l</mi>&nbsp;</mrow></math>with a loss of&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>0.16</mn>&nbsp;<mrow><mtext>&nbsp;</mtext><mi mathvariant=""normal"">g</mi>&nbsp;</mrow></math>of oxygen. The residue is dissolved in water and precipitated as&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow><mi mathvariant=""normal"">A</mi>&nbsp;<mi mathvariant=""normal"">g</mi>&nbsp;<mi mathvariant=""normal"">C</mi>&nbsp;<mi mathvariant=""normal"">l</mi>&nbsp;</mrow></math>. The mass of&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow><mi mathvariant=""normal"">A</mi>&nbsp;<mi mathvariant=""normal"">g</mi>&nbsp;<mi mathvariant=""normal"">C</mi>&nbsp;<mi mathvariant=""normal"">l</mi>&nbsp;</mrow></math>(in&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow><mi mathvariant=""normal"">g</mi>&nbsp;</mrow></math>) obtained will be: (Given: Molar mass of&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow><mi mathvariant=""normal"">A</mi>&nbsp;<mi mathvariant=""normal"">g</mi>&nbsp;<mi mathvariant=""normal"">C</mi>&nbsp;<mi mathvariant=""normal"">l</mi>&nbsp;</mrow><mo>=</mo>&nbsp;<mn>143.5</mn>&nbsp;</math><math xmlns=""http://www.w3.org/1998/Math/MathML""><msup><mrow><mi mathvariant=""normal"">g</mi>&nbsp;<mi mathvariant=""normal"">m</mi>&nbsp;<mi mathvariant=""normal"">o</mi>&nbsp;<mi mathvariant=""normal"">l</mi>&nbsp;</mrow><mrow><mo>−</mo>&nbsp;<mn>1</mn>&nbsp;</mrow></msup></math>)</p>",Some Basic Concepts of Chemistry ,11,jee mains,,Chemistry,Understanding,JEE Main
97501,<p>in the lungs provide a very large surface area for gaseous exchange.</p>,Life Processes,10,Lakhmir,,Biology,,CBSE
73593,"<p>Add the following expressions:</p><p><math xmlns=""http://www.w3.org/1998/Math/MathML"" display=""block""><msup><mi>x</mi>&nbsp;<mrow><mn>3</mn>&nbsp;</mrow></msup><mo>−</mo>&nbsp;<mn>2</mn>&nbsp;<msup><mi>x</mi>&nbsp;<mrow><mn>2</mn>&nbsp;</mrow></msup><mi>y</mi>&nbsp;<mo>+</mo>&nbsp;<mn>3</mn>&nbsp;<mi>x</mi>&nbsp;<msup><mi>y</mi>&nbsp;<mrow><mn>2</mn>&nbsp;</mrow></msup><mo>−</mo>&nbsp;<msup><mi>y</mi>&nbsp;<mrow><mn>3</mn>&nbsp;</mrow></msup><mo>,</mo>&nbsp;<mn>2</mn>&nbsp;<msup><mi>x</mi>&nbsp;<mrow><mn>3</mn>&nbsp;</mrow></msup><mo>−</mo>&nbsp;<mn>5</mn>&nbsp;<mi>x</mi>&nbsp;<msup><mi>y</mi>&nbsp;<mrow><mn>2</mn>&nbsp;</mrow></msup><mo>+</mo>&nbsp;<mn>3</mn>&nbsp;<msup><mi>x</mi>&nbsp;<mrow><mn>2</mn>&nbsp;</mrow></msup><mi>y</mi>&nbsp;<mo>−</mo>&nbsp;<mn>4</mn>&nbsp;<msup><mi>y</mi>&nbsp;<mrow><mn>3</mn>&nbsp;</mrow></msup></math></p>",Algebraic Expressions,7,RD Sharma,,Mathematics,Understanding,CBSE
47810,<p>Mountains appear green due to</p>,Our Natural Resources,4,NCERT,,Social Science,Remebering,CBSE
69880,<p>Carbon dioxide is the excretory product in:</p>,Breathing and exchange of gases ,11,"Entrance Exam (JEE main, NEET)",,Biology,Understanding,NEET
14154,"<p>Represent in decimal form.&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mn>329</mn>&nbsp;<mn>400</mn>&nbsp;</mfrac></math></p>",Number System,9,Mathematics,,,,
93943,"<p>&nbsp;</p><p>Which one of the following acids will give maximum yield of&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>R</mi>&nbsp;<mo>−</mo>&nbsp;<mi>B</mi>&nbsp;<mi>r</mi>&nbsp;</math>in the above reaction?</p>","Aldehydes, Ketones and Carboxylic acids",12,NEET exam ,,Chemistry,Understanding,NEET
19200,"<p>A merchant had Rs. 78,592 with her. She placed an order for purchasing 40 radio sets at Rs. 1200 each. How much money will remain with her after the purchase?</p>",Knowing Our Numbers,,,,,,
73738,"<ol><li>Pick out the wrong reaction:<br>A.&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>2</mn>&nbsp;<msub><mrow><mi mathvariant=""normal"">N</mi>&nbsp;<mi mathvariant=""normal"">a</mi>&nbsp;</mrow><mrow><mn>2</mn>&nbsp;</mrow></msub><msub><mrow><mi mathvariant=""normal"">C</mi>&nbsp;<mi mathvariant=""normal"">r</mi>&nbsp;<mi mathvariant=""normal"">O</mi>&nbsp;</mrow><mrow><mn>4</mn>&nbsp;</mrow></msub><mo>+</mo>&nbsp;<mn>2</mn>&nbsp;<msup><mrow><mi mathvariant=""normal"">H</mi>&nbsp;</mrow><mrow><mo>+</mo>&nbsp;</mrow></msup><mo stretchy=""false"">⟶</mo>&nbsp;<msub><mrow><mi mathvariant=""normal"">N</mi>&nbsp;<mi mathvariant=""normal"">a</mi>&nbsp;</mrow><mrow><mn>2</mn>&nbsp;</mrow></msub><msub><mrow><mi mathvariant=""normal"">C</mi>&nbsp;<mi mathvariant=""normal"">r</mi>&nbsp;</mrow><mrow><mn>2</mn>&nbsp;</mrow></msub><msub><mrow><mi mathvariant=""normal"">O</mi>&nbsp;</mrow><mrow><mn>7</mn>&nbsp;</mrow></msub><mo>+</mo>&nbsp;<mn>2</mn>&nbsp;<msup><mrow><mi mathvariant=""normal"">N</mi>&nbsp;<mi mathvariant=""normal"">a</mi>&nbsp;</mrow><mrow><mo>+</mo>&nbsp;</mrow></msup><mo>+</mo>&nbsp;<msub><mrow><mi mathvariant=""normal"">H</mi>&nbsp;</mrow><mrow><mn>2</mn>&nbsp;</mrow></msub><mrow><mi mathvariant=""normal"">O</mi>&nbsp;</mrow></math><br>B.&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><msub><mrow><mi mathvariant=""normal"">M</mi>&nbsp;<mi mathvariant=""normal"">n</mi>&nbsp;<mi mathvariant=""normal"">O</mi>&nbsp;</mrow><mrow><mn>2</mn>&nbsp;</mrow></msub><mo>+</mo>&nbsp;<mn>4</mn>&nbsp;<mrow><mi mathvariant=""normal"">K</mi>&nbsp;<mi mathvariant=""normal"">O</mi>&nbsp;<mi mathvariant=""normal"">H</mi>&nbsp;</mrow><mo>+</mo>&nbsp;<msub><mrow><mi mathvariant=""normal"">O</mi>&nbsp;</mrow><mrow><mn>2</mn>&nbsp;</mrow></msub><mo stretchy=""false"">⟶</mo>&nbsp;<mn>4</mn>&nbsp;<msub><mrow><mi mathvariant=""normal"">K</mi>&nbsp;<mi mathvariant=""normal"">M</mi>&nbsp;<mi mathvariant=""normal"">n</mi>&nbsp;<mi mathvariant=""normal"">O</mi>&nbsp;</mrow><mrow><mn>4</mn>&nbsp;</mrow></msub><mo>+</mo>&nbsp;<mn>2</mn>&nbsp;<msub><mrow><mi mathvariant=""normal"">H</mi>&nbsp;</mrow><mrow><mn>2</mn>&nbsp;</mrow></msub><mrow><mi mathvariant=""normal"">O</mi>&nbsp;</mrow></math><br>C.&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><msubsup><mrow><mi mathvariant=""normal"">M</mi>&nbsp;<mi mathvariant=""normal"">n</mi>&nbsp;<mi mathvariant=""normal"">O</mi>&nbsp;</mrow><mrow><mn>4</mn>&nbsp;</mrow><mrow><mo>−</mo>&nbsp;</mrow></msubsup><mo>+</mo>&nbsp;<mn>8</mn>&nbsp;<msup><mrow><mi mathvariant=""normal"">H</mi>&nbsp;</mrow><mrow><mo>+</mo>&nbsp;</mrow></msup><mo>+</mo>&nbsp;<mn>5</mn>&nbsp;<msup><mrow><mi mathvariant=""normal"">F</mi>&nbsp;<mi mathvariant=""normal"">e</mi>&nbsp;</mrow><mrow><mo>+</mo>&nbsp;<mn>2</mn>&nbsp;</mrow></msup><mo stretchy=""false"">⟶</mo>&nbsp;<mn>5</mn>&nbsp;<msup><mrow><mi mathvariant=""normal"">F</mi>&nbsp;<mi mathvariant=""normal"">e</mi>&nbsp;</mrow><mrow><mo>+</mo>&nbsp;<mn>3</mn>&nbsp;</mrow></msup><mo>+</mo>&nbsp;<msup><mrow><mi mathvariant=""normal"">M</mi>&nbsp;<mi mathvariant=""normal"">n</mi>&nbsp;</mrow><mrow><mo>+</mo>&nbsp;<mn>2</mn>&nbsp;</mrow></msup><mo>+</mo>&nbsp;<mn>4</mn>&nbsp;<msub><mrow><mi mathvariant=""normal"">H</mi>&nbsp;</mrow><mrow><mn>2</mn>&nbsp;</mrow></msub><mrow><mi mathvariant=""normal"">O</mi>&nbsp;</mrow></math><br>D.&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>2</mn>&nbsp;<msubsup><mrow><mi mathvariant=""normal"">M</mi>&nbsp;<mi mathvariant=""normal"">n</mi>&nbsp;<mi mathvariant=""normal"">O</mi>&nbsp;</mrow><mrow><mn>4</mn>&nbsp;</mrow><mrow><mo>−</mo>&nbsp;</mrow></msubsup><mo>+</mo>&nbsp;<mn>5</mn>&nbsp;<msub><mrow><mi mathvariant=""normal"">C</mi>&nbsp;</mrow><mrow><mn>2</mn>&nbsp;</mrow></msub><msubsup><mrow><mi mathvariant=""normal"">O</mi>&nbsp;</mrow><mrow><mn>4</mn>&nbsp;</mrow><mrow><mn>2</mn>&nbsp;<mo>−</mo>&nbsp;</mrow></msubsup><mo>+</mo>&nbsp;<mn>16</mn>&nbsp;<mrow><mi mathvariant=""normal"">H</mi>&nbsp;</mrow><mo stretchy=""false"">⟶</mo>&nbsp;<mn>2</mn>&nbsp;<msup><mrow><mi mathvariant=""normal"">M</mi>&nbsp;<mi mathvariant=""normal"">n</mi>&nbsp;</mrow><mrow><mo>+</mo>&nbsp;<mn>2</mn>&nbsp;</mrow></msup><mo>+</mo>&nbsp;<mn>10</mn>&nbsp;<msub><mrow><mi mathvariant=""normal"">C</mi>&nbsp;<mi mathvariant=""normal"">O</mi>&nbsp;</mrow><mrow><mn>2</mn>&nbsp;</mrow></msub><mo>+</mo>&nbsp;<mn>8</mn>&nbsp;<msub><mrow><mi mathvariant=""normal"">H</mi>&nbsp;</mrow><mrow><mn>2</mn>&nbsp;</mrow></msub><mrow><mi mathvariant=""normal"">O</mi>&nbsp;</mrow></math></li></ol>",D and F block,12,NEET Exam,,Chemistry,Understanding,JEE Main
78554,"<p>The exterior angles, obtained on producing the base of a triangle both ways are&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><msup><mn>104</mn>&nbsp;<mrow><mo>∘</mo>&nbsp;</mrow></msup></math>and&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><msup><mn>136</mn>&nbsp;<mrow><mo>∘</mo>&nbsp;</mrow></msup></math>. Find all the angles of the triangle.</p>",Properties of Triangles,7,RD Sharma,,Mathematics,Applying,CBSE
38522,"<p>If an atom is present at the corner of the cube, the participation of that atom per unit cell is</p>",Solid state,11,jee mains,,Chemistry,Understanding,JEE Main
48682,"<p>Fill in the blanks:<br><math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow><mi mathvariant=""bold"">A</mi>&nbsp;</mrow></math><br>Complete your work (or/and/so) you will stay late in the office.</p>",Grammar-Conjunction ,4,NCERT,,English,Remebering,CBSE
41980,"<p>The ascending order of&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>6411</mn>&nbsp;<mo>,</mo>&nbsp;<mn>6144</mn>&nbsp;<mo>,</mo>&nbsp;<mn>6344</mn>&nbsp;<mo>,</mo>&nbsp;<mn>6744</mn>&nbsp;</math>is</p>",Number System ,4,NCERT,,Mathematics,Remebering,CBSE
29640,"<p>If&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>g</mi>&nbsp;<mo stretchy=""false"">(</mo>&nbsp;<mi>x</mi>&nbsp;<mo stretchy=""false"">)</mo>&nbsp;<mo>=</mo>&nbsp;<msup><mi>x</mi>&nbsp;<mrow><mn>2</mn>&nbsp;</mrow></msup><mo>+</mo>&nbsp;<mi>x</mi>&nbsp;<mo>−</mo>&nbsp;<mn>1</mn>&nbsp;</math>and&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mo stretchy=""false"">(</mo>&nbsp;<mi>g</mi>&nbsp;<mo>∘</mo>&nbsp;<mi>f</mi>&nbsp;<mo stretchy=""false"">)</mo>&nbsp;<mo stretchy=""false"">(</mo>&nbsp;<mi>x</mi>&nbsp;<mo stretchy=""false"">)</mo>&nbsp;<mo>=</mo>&nbsp;<mn>4</mn>&nbsp;<msup><mi>x</mi>&nbsp;<mrow><mn>2</mn>&nbsp;</mrow></msup><mo>−</mo>&nbsp;<mn>10</mn>&nbsp;<mi>x</mi>&nbsp;<mo>+</mo>&nbsp;<mn>5</mn>&nbsp;</math>, then&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>f</mi>&nbsp;<mrow data-mjx-texclass=""INNER""><mo data-mjx-texclass=""OPEN"">(</mo>&nbsp;<mfrac><mn>5</mn>&nbsp;<mn>4</mn>&nbsp;</mfrac><mo data-mjx-texclass=""CLOSE"">)</mo>&nbsp;</mrow></math>is equal to:</p>",relations and functions,12,jee mains,,Mathematics,Understanding,JEE Main
